id,x,y
001AAN005121,0.3538502661541297,0.39078058335810756
001AAN005122,0.3289037699960735,0.4955245228509884
001AAN005123,0.33232032354850644,0.4755764324574951
001AAN005124,0.3382341337451451,0.9537187659605575
001AAN005125,0.30917362026642187,0.9529620610034935
001AAN005126,0.3542337465654191,0.7620783199451995
001AAN005127,0.3460938391552252,0.7750135104576369
001AAN005128,0.2604179958637979,0.9890895271664102
001AAN005129,0.38813702187539145,0.8727805432874288
001AAN005135,0.32905219080962445,0.778049972281125
001AAN005136,0.40289680944301276,0.6623296803634319
001AAN005137,0.3962385390647807,0.6455102670568785
001AAN005138,0.40476348963546444,0.6812809694695084
001AAN005139,0.4089300471003852,0.7148941934017816
001AAN005140,0.42089384283377157,0.6683666478715724
001AAN005141,0.38454286407177,0.36626134667473637
001AAN005142,0.2953863464798252,0.47337223139167806
001AAN005143,0.35747154062561864,0.4722650050391872
001AAN005144,0.3640436841562536,0.6420037158845737
001AAN005145,0.30836206908708863,0.4817225377485886
001AAN005146,0.6518282853679774,0.9943813132430351
001AAN005147,0.34302847965035194,0.4068632516290382
001AAN005148,0.3247097465690577,0.4415223714621646
001AAN005149,0.3298880294742065,0.3934853471720568
001AAN005150,0.3260869589469446,0.4600374445618108
001AAN005151,0.3302956289755505,0.4173664510566784
001AE001001,0.5135559143124029,1.051229425883495
001AE001002,0.4188863379860656,0.46172336335725467
001AE001003,0.40766517556881327,0.4843043740341037
001AF001001,0.3903577332892657,0.4777957823210143
001ALA011001,0.5662704608405444,1.1086204961448867
001ALA011002,0.5538574818303117,1.1023179922549475
001ALA011003,0.5815180678920834,1.1245125116259167
001ALA011004,0.6240926851223391,1.1015233736973047
001ALA011005,0.6338031989375302,1.0909469341901534
001ALA011006,0.6169459587189006,1.1127235889749565
001ALA011007,0.5855466196413369,1.107502347185503
001ALA011009,0.6207665904707979,1.1251191466702033
001ALA011011,0.6469742904972823,1.159365765303625
001ALA011012,0.6311012624987871,1.1762508520303137
001ALA011013,0.6485169241218024,1.13959819842888
001ALA011014,0.6270230931825882,1.1435152228906418
001ALA011015,0.6200701027064853,1.159862815728238
001ALA011016,0.6022111041520765,1.1468015908507547
001ALA011017,0.6091022764023112,1.1793008747579874
